ano;modalidade;numero_ano;processo;situacao;objeto;natureza;demandante;modalidade_compra;homologacao_mes;valor_estimado_ufpr;valor_estimado_outros;valor_contratado_ufpr;valor_contratado_ufpr;homologacao_mes_ano
2015;Pregão Eletrônico;042/2015;072292/2015-07;Homologado;Contratação de empresa especializada no fornecimento de serviços de coffee break para eventos institucionais da UFPR - SRP;Serviço;CECOM;SRP;7;971563.5;0.0;0.0;597514.5;2015-07-01
2015;Pregão Eletrônico;043/2015;072372/2015-54;Cancelado;Aquisição de carimbos ;Material ;CECOM;SRP ;;123922.3;0.0;0.0;0.0;
2015;Pregão Eletrônico;044/2015;071759/2015-93;Homologado;Locação e instalação de projetores multimídia e notebooks, destinados à 7ª Semana Integrada de Ensino Pesquisa e Extensão, a ser realizada no período de 05 a 07 de outubro de 2015, em Curitiba (PR).;Material ;PROEC ;Aquisição imediata ;7;33330.0;0.0;13699.99;0.0;2015-07-01
2015;Pregão Eletrônico;045/2015;071830/2015-38;Homologado;Aquisição de estufas agricolas ;Material;Palotina;Aquisição imediata ;7;59018.44;0.0;54140.0;0.0;2015-07-01
2015;Pregão Eletrônico;046/2015;069064/2015-41;Homologado;Confecção de mobiliário  ;Material ;Química ;Aquisição imediata;6;21316.0;0.0;13350.0;0.0;2015-06-01
2015;Pregão Eletrônico;047/2015;072060/2015-41;Homologado;Aquisição de mobília sob medida para postos de trabalho da Biblioteca de Ciências Humanas ;Material ;BC ;Aquisição imediata ;7;13243.82;0.0;5246.0;0.0;2015-07-01
2015;Pregão Eletrônico;048/2015;068753/2015-39;Homologado;Aquisição de pergolado para Setor Ciências Biológicas (LT);Material;BL;Aquisição imediata;8;46600.0;0.0;37790.0;0.0;2015-08-01
2015;Pregão Eletrônico;049/2015;074952/2015-86;Homologado;Contratação de serviços de impressão de jornal mural para o Setor de Ciências Biológicas ;Serviço;BL;SRP;6;14750.0;0.0;14420.5;0.0;2015-06-01
2015;Pregão Eletrônico;050/2015;072035/2015-67;Homologado;Materiais de consumo de uso comum para atender diversas unidades da UFPR ;Material ;Almox.Central;SRP;7;201016.35;1066.65;111523.9;0.0;2015-07-01
2015;Pregão Eletrônico;051/2015;073699/2015-43;Homologado;Aquisição de detectores de metais - SRP;Material;NC;SRP;7;67334.0;3366.7;28980.0;3366.7;2015-07-01
2015;Pregão Eletrônico;052/2015;073591/2015-51;Homologado;Aquisição de roçadeira de corte central ou lateral para acoplar em trator para Rio Negro (PR).;Material;Ciências Florestais;Aquisição imediata;7;7136.67;0.0;6490.0;0.0;2015-07-01
2015;Pregão Eletrônico;053/2015;073716/2015-42;Homologado;Aquisição de materiais de consumo ;Material;Almox.Central;SRP;7;528699.4;0.0;208321.0;0.0;2015-07-01
2015;Pregão Eletrônico;054/2015;073342/2015-65;Homologado;Contratação de serviços de publicidade legal ;Serviço;CECOM;SRP;7;229770.0;0.0;24420.0;0.0;2015-07-01
2015;Pregão Eletrônico;055/2015;071828/2015-69;Homologado;Aquisição de Extrusora ;Material ;Palotina;Aquisição imediata;8;52416.67;0.0;52415.99;0.0;2015-08-01
2015;Pregão Eletrônico;056/2015;029606/2014-62;Cancelado;Contratação de serviços terceirizados para Técnico preparador de peças Cadavéricas ;Serviço ;DAAST ;Contrato;;264533.52;0.0;0.0;0.0;
2015;Pregão Eletrônico;057/2015;075713/2015-43;Fracassado;Aquisição de serragem, cepilho ou maravalha para forração de baias de equinos do Hospital Veterinário em Curitiba/PR (SRP);Material ;HV;SRP;7;21423.0;0.0;0.0;0.0;2015-07-01
2015;Pregão Eletrônico;058/2015;076032/2015-01;Homologado;Aquisição de medicamentos para o Hospital Veterinário ;Material ;HV;SRP;6;1751913.65;0.0;1131964.55;0.0;2015-06-01
2015;Pregão Eletrônico;059/2015;047539/2015-11;Homologado;Fornecimento de água mineral em galões de 20 litros  - SRP;Material;CECOM;SRP;6;204284.0;0.0;197280.0;0.0;2015-06-01
2015;Pregão Eletrônico;060/2015;076705/2015-14;Homologado;Aquisição de peças para autoclave PROSMATIC T/215-750L da marca Prismatec, pertencente ao Biotério do Setor de Ciências Biológicas da UFPR (SRP);Material ;BL;SRP ;7;8544.67;0.0;4691.31;0.0;2015-07-01
2015;Pregão Eletrônico;061/2015;060587/2015-22;Homologado;Contratação de serviços terceirizados para Técnico de manutenção em equipamentos de laboratório ;Serviço;DAAST ;Contrato;7;143820.84;0.0;138160.0;0.0;2015-07-01
2015;Pregão Eletrônico;062/2015;069246/2015-12;Homologado;Aquisição de materiais de construção para Suinfra (SRP);Material;SUINFRA;SRP ;9;682190.6;368284.85;478609.0;270481.5;2015-09-01
2015;Pregão Eletrônico;063/2015;071163/2015-93;Homologado;Aquisição de papeis e insumos para a Imprensa Universitária (SRP)..;Material;Imprensa;SRP;9;4387345.0;0.0;2578212.5;0.0;2015-09-01
2015;Pregão Eletrônico;064/2015;074494/2015-85;Homologado;Aquisição de envelopes de segurança ;Material;NC;Aquisição imediata;7;12460.0;0.0;10430.0;0.0;2015-07-01
2015;Pregão Eletrônico;065/2015;073819/2015-11;Homologado;Aquisição de materiais de consumo ;Material;Almox.Central;SRP;7;405857.2;47425.85;211972.0;25331.8;2015-07-01
2015;Pregão Eletrônico;066/2015;076765/2015-37;Homologado;Fornecimento de refeições preparadas para Feira de Cursos 2015;Serviços ;ACS;Aquisição imediata;7;119053.33;0.0;112790.0;0.0;2015-07-01
2015;Pregão Eletrônico;067/2015;073137/2015-08;Homologado;Contratação de empresa especializada para fornecimento, instalação, manutenção de extintores, mangueiras, hidrantes e sinalização de emergência para proteção contra incêndios aos Campi desta UFPR;Material/Serviços;SUINFRA;SRP;9;3173579.68;3173579.68;2189228.7;2189228.7;2015-09-01
2015;Pregão Eletrônico;068/2015;080490/2015-36;Homologado;Aquisição de materiais hospitalares para Hospital Veterinário de Curitiba e Palotina (SRP). Com adesão.;Material;CECOM;SRP;9;3551380.8;2787811.5;2424494.0;1895830.9;2015-09-01
2015;Pregão Eletrônico;069/2015;062184/2015-18;Homologado;Aquisição de software educacional Rhinoceros;Material;DEGRAF;Aquisição imediata;8;10113.58;0.0;8600.0;0.0;2015-08-01
2015;Pregão Eletrônico;070/2015;074633/2015-71;Homologado;Aquisição de cortinas para Setor Ciências Biológicas da UFPR ;Material;BL;Aquisição imediata;8;9193.1;0.0;5650.0;0.0;2015-08-01
2015;Pregão Eletrônico;071/2015;050209/2014-50;Cancelado;Aquisição de material de construção: cimento, areia e pedras;Material;Agrárias ;Aquisição imediata;;13300.33;0.0;0.0;0.0;
2015;Pregão Eletrônico;072/2015;076268//2015-39;Homologado;Aquição de equipamentos de laboratório para diversas unidades da UFPR (SRP);Material;CECOM;SRP;11;1408296.6;0.0;426577.66;0.0;2015-11-01
2015;Pregão Eletrônico;073/2015;079912/2015-21;Homologado;Contratação de empresa especializada em coleta, transporte, tratamento e disposição final de resíduos químicos e biológicos;Serviço;Palotina;Contrato;9;151926.6;0.0;151621.2;0.0;2015-09-01
2015;Pregão Eletrônico;074/2015;076842/2015-59;Homologado;Aquisição de material laboratorial para diversas unidades (SRP);Material;CECOM;SRP;10;1025438.0;7420.0;446037.9;0.0;2015-10-01
2015;Pregão Eletrônico;075/2015;079593/2015-53;Homologado;Aquisição de alimentos para animais (SRP);Material;Fazenda Canguiri;SRP;9;571310.67;0.0;483674.4;0.0;2015-09-01
2015;Pregão Eletrônico;076/2015;078144/2015-98;Homologado;Aquisição de equipamentos de áudio e vídeo (SRP);Material;CECOM;SRP;11;3450894.7;2067058.71;1975916.4;1225170.73;2015-11-01
2015;Pregão Eletrônico;077/2015;080602/2015-59;Homologado;Aquisição de material de consumo para o projeto Mundo Mágico da Leitura (SRP);Material ;Litoral;SRP;10;50506.72;0.0;31785.94;0.0;2015-10-01
2015;Pregão Eletrônico;078/2015;077005/2015-47;Homologado;Aquisição de Primers (oligonucleotídios);Material ;Agrárias ;Aquisição imediata ;8;4233.45;0.0;2800.0;0.0;2015-08-01
2015;Pregão Eletrônico;079/2015;083247/2015-70;Fracassado;Aquisição de cimento portland para Curitiba e Palotina (SRP);material;SUINFRA;SRP;;103628.0;103420.1;0.0;0.0;
2015;Pregão Eletrônico;080/2015;083494/2015-76;Homologado;Contratação de serviço de fornecimento de refeições para Mirassol (Litoral);Sem Informação;Campus Mirassol;Contrato;9;1289980.0;0.0;1212450.0;0.0;2015-09-01
2015;Pregão Eletrônico;081/2015;077205/2015-08;Homologado;Aquisição de containers para diversas unidades da UFPR (SRP);material;SUINFRA;SRP;9;233600.0;0.0;233600.0;0.0;2015-09-01
2015;Pregão Eletrônico;082/2015;080899/2015-52;Homologado;Aquisição de equipamentos médicos e Veterinários (SRP);material;CECOM;SRP;11;881759.66;0.0;621998.37;0.0;2015-11-01
2015;Pregão Eletrônico;083/2015;079918/2015-06;Homologado;Aquisição de material de consumo para Almoxarifado Central (SRP);material;Almox.Central;SRP;11;310646.12;0.0;205373.12;0.0;2015-11-01
2015;Pregão Eletrônico;084/2015;081446/2015-43;Homologado;Aquisição de material de expediente para Almoxarifado Central (SRP).;material;Almox.Central;SRP;10;543146.0;0.0;75442.5;0.0;2015-10-01
2015;Pregão Eletrônico;085/2015;056836/2015-85;Homologado;Aquisição de muro palito;Sem Informação;SUINFRA;SRP;11;4294154.83;153098.3;0.0;0.0;2015-11-01
2015;Pregão Eletrônico;086/2015;040380/2014-51;Homologado;Aquisição de material elétrico SRP;Material;SUINFRA;SRP;12;2456349.0;4728732.0;1650791.0;3178909.0;2015-12-01
2015;Pregão Eletrônico;087/2015;072471/2015-36;Homologado;Contratação de serviços de plotagem, fotocópia e digitalização (SRP);serviço;SUINFRA;SRP;8;44653.0;0.0;18815.0;0.0;2015-08-01
2015;Pregão Eletrônico;088/2015;079329/2015-10;Homologado;Aquisição de materiais esportivos;material;DEF;SRP;;67333.16;26100.0;35496.3;16130.1;
2015;Pregão Eletrônico;089/2015;085347/2015-31;Em Andamento;Aquisição de instrumentais cirúrgicos (SRP);Sem Informação;HV;SRP;;19382.44;20076.44;0.0;0.0;
2015;Pregão Eletrônico;090/2015;076828/2015-55;Homologado;Contratação de serviço de locação de caçambas para entulhos (SRP);serviço;SUINFRA;SRP;9;234627.9;0.0;130595.9;0.0;2015-09-01
2015;Pregão Eletrônico;091/2015;083340/2015-84;Homologado;Aquisição de peças para reposição de equipamentos de academia;material;CED/BL;SRP;10;76303.16;9172.2;42662.6;1071.0;2015-10-01
2015;Pregão Eletrônico;092/2015;085348/2015-85;Homologado;Aquisição de medicamentos (SRP);material;Odontologia;SRP;9;22050.0;0.0;19500.0;0.0;2015-09-01
2015;Pregão Eletrônico;093/2015;083322/2015-01;Fracassado;Contratação de serviço de manutenção dos equipamentos de academia (SRP);serviço;CED/BL;SRP;;7260.0;0.0;0.0;0.0;
2015;Pregão Eletrônico;094/2015;0,00;Cancelado;NUMERAÇÃO CANCELADA;Sem Informação;0,00;Sem Informação;;0.0;0.0;0.0;0.0;
2015;Pregão Eletrônico;095/2015;084954/2015-83;Homologado;Contratação de serviço de limpeza e conservação de piscinas;Serviço;CED/BL;Contrato;9;12133.36;0.0;11900.0;0.0;2015-09-01
2015;Pregão Eletrônico;096/2015;084270/2015-81;Homologado;Aquisição de reagentes químicos para diversas unidades da UFPR (SRP);material;Cecom;SRP;11;2886369.3;0.0;692299.0;0.0;2015-11-01
2015;Pregão Eletrônico;097/2015;084580/2015-04;Homologado;Aquisição de materiais de construção;Sem Informação;SUINFRA;SRP;;448237.13;0.0;0.0;0.0;
2015;Pregão Eletrônico;098/2015;085244/2015-71;Homologado;Aquisição de placas de inauguração de obras (SRP);Material;SUINFRA;SRP;9;22600.2;8339.4;8339.4;0.0;2015-09-01
2015;Pregão Eletrônico;099/2015;087383/2015-39;Homologado;Aquisição de carimbos (SRP);Material ;CECOM;SRP;9;123922.3;0.0;53814.6;0.0;2015-09-01
2015;Pregão Eletrônico;100/2015;027234/2014-30;Em Andamento;Prestação de serviços terceirizados para HV/AG;Serviço;HV;Contrato;;1951618.56;0.0;1707962.76;0.0;
2015;Pregão Eletrônico;101/2015;086472/2015-68;Homologado;Aquisição de materiais hidráulicos II (SRP);Material ;SUINFRA;SRP;10;369386.8;10823.7;78913.64;2381.96;2015-10-01
2015;Pregão Eletrônico;102/2015;081457/2015-23;Cancelado;Aquisição de Ultra Freezer;Material ;CEM;Aquisição imediata;;36120.0;0.0;0.0;0.0;
2015;Pregão Eletrônico;103/2015;083712/2015-72;Homologado;Contratação de empresa especializada para manutenção de impressoras digitais e fornecimento de peças e insumos;Serviço;Imprensa;SRP;;1016580.58;0.0;893562.56;0.0;
2015;Pregão Eletrônico;104/2015;086240/2015-18;Homologado;Aquisição de materiais hidráulicos I (SRP);Material ;SUINFRA;SRP;11;336603.8;0.0;152087.0;0.0;2015-11-01
2015;Pregão Eletrônico;105/2015;087373/2015-01;Homologado;Aquisição de gêneros hortifrutigranjeiros para Restaurantes Universitários da UFPR (SRP);Material ;RU;SRP;12;5458542.0;0.0;2659899.7;0.0;2015-12-01
2015;Pregão Eletrônico;106/2015;084531/2015-63;Homologado;Aquisição de eletrodoméstico e itens diversos ;Material ;CECOM;SRP;10;901541.63;52796.13;478401.35;26503.0;2015-10-01
2015;Pregão Eletrônico;107/2015;083214/2015-20;Homologado;Contratação de empresa especializada para a execução de coleta, transporte, tratamento e destinação final de lâmpadas fluorescentes e lâmpadas quebradas (SRP);Serviço;SUINFRA;SRP;9;40872.5;0.0;40872.5;0.0;2015-09-01
2015;Pregão Eletrônico;108/2015;061693/2015-23;Homologado;Aquisição de diversos materiais elétricos para o Almoxarifado da Suinfra (SRP);Material ;SUINFRA;SRP;12;1953194.5;782863.6;1170044.8;454380.1;2015-12-01
2015;Pregão Eletrônico;109/2015;079469/2015-98;Fracassado;Aquisição de embalagens (SRP) ;Material ;Farmácia;SRP;;114692.04;0.0;0.0;0.0;
2015;Pregão Eletrônico;110/2015;088453/2015-76;Homologado;Contratação de empresa especializada em confecção de livros digitais (ebook) para a Editora UFPR (SRP);Serviço;Editora;SRP;12;37176.67;0.0;17745.0;0.0;2015-12-01
2015;Pregão Eletrônico;111/2015;082470/2015-08;Homologado;Contratação de seguro de vida e acidentes pessoais ;Serviço;PROGEPE;Aquisição imediata;;820155.0;0.0;11900.0;0.0;
2015;Pregão Eletrônico;112/2015;086444/2015-41;Homologado;Aquisição de reagentes químicos para diversas unidades da UFPR (SRP) parte 2;Material ;CECOM;SRP;11;1539703.5;1214424.87;583202.0;388802.0;2015-11-01
2015;Pregão Eletrônico;113/2015;080256/2015-17;Cancelado;Contratação de Serviços terceirizados na Área de Teleatendimento para o Núcleo de Concursos;Serviço;CECOM;Contrato;11;166676.4;0.0;0.0;0.0;2015-11-01
2015;Pregão Eletrônico;114/2015;086041/2015-00;Homologado;Contratação de empresa para a prestação de serviço de instalação de divisórias com fornecimento de material ;Material/Serviço;SUINFRA;SRP;12;347507.5;208505.0;313493.0;180196.0;2015-12-01
2015;Pregão Eletrônico;115/2015;089753/2015-72;Homologado;Aquisição de Chapeus Modelo Australiano;Material;BL;Aquisição imediata ;11;2654.67;0.0;2364.0;0.0;2015-11-01
2015;Pregão Eletrônico;116/2015;089816/2015-91;Homologado;Manutenção preventiva e corretiva de equipamentos de Odontologia;Sem Informação;ODONTO;Contrato;;63072.0;0.0;61000.0;0.0;
2015;Pregão Eletrônico;117/2015;091368/2015-95;Homologado;Aquisição de pescados;Sem Informação;RU;SRP;;709050.0;0.0;0.0;0.0;
2015;Pregão Eletrônico;118/2015;089071/2015-60;Homologado;Aquisição de ferramentas e equipamentos de proteção individual (SRP);material;Cecom;SRP;1;395373.65;0.0;313906.35;0.0;2015-01-01
2015;Pregão Eletrônico;119/2015;090887/2015-36;Homologado; Aquisição de Material para Manutenção de Telefonia;material;SUINFRA;SRP;12;73457.3;40983.92;62080.6;35811.86;2015-12-01
2015;Pregão Eletrônico;120/2015;090923/2015-61;Homologado;Aquisições de insumos agrícolas ;material;Canguiri;SRP ;11;457362.8;0.0;98838.0;0.0;2015-11-01
2015;Pregão Eletrônico;121/2015;090025/2015-11;Homologado;Contratação de empresa especializada para serviços de manutenção preventiva e corretiva de equipamentos de ar condicionado;Serviço;SUINFRA;Contrato;12;2245587.09;0.0;1239960.0;0.0;2015-12-01
2015;Pregão Eletrônico;122/2015;092571/2015-89;Cancelado;Aquisição e instalação Áudio-Visual do auditório PROGEPE;Material/Serviço;UCAP;Aquisição imediata;;14345.48;0.0;0.0;0.0;
2015;Pregão Eletrônico;123/2015;059369/2015-45;Homologado;Aquisição de Livros ;Material ;BC;Aquisição imediata;11;80822.36;0.0;50887.27;0.0;2015-11-01
2015;Pregão Eletrônico;124/2015;093360/2015-63;Fracassado;Aquisição de ração peletizada ;Material;BL;SRP;;279216.0;0.0;0.0;0.0;
2015;Pregão Eletrônico;125/2015;093759/2015-44;Homologado;Aquisição de refrigerantes Hélio e Nitrogênio líquido (SRP);Serviço/material;Química;SRP;11;209397.6;0.0;245075.0;0.0;2015-11-01
2015;Pregão Eletrônico;126/2015;060761/2015-37;Homologado;Contratação de empresa especializada em confecção de livros  ;Serviço;Imprensa;SRP;11;7278427.7;0.0;2637051.7;0.0;2015-11-01
2015;Pregão Eletrônico;127/2015;092910/2015-27;Homologado;Aquisição de incubadora;Material;BL;Aquisição imediata;11;6147.33;0.0;5400.0;0.0;2015-11-01
2015;Pregão Eletrônico;128/2015;092855/2015-75;Homologado;Aquisição de gêneros alimentícios para diversas unidades da UFPR (SRP);Material ;Almox Central;SRP;1;449515.26;0.0;324357.2;0.0;2015-01-01
2015;Pregão Eletrônico;129/2015;094081/2015-17;Homologado;Aquisição de gêneros semiperecíveis ;Material;RU ;SRP;;2942890.33;965277.0;0.0;0.0;
2015;Pregão Eletrônico;130/2015;090521/2015-67;Homologado;Contratação de serviços de chaveiro  ;Serviço;CECOM;SRP;11;617319.5;541960.95;538531.35;475793.3;2015-11-01
2015;Pregão Eletrônico;131/2015;094697/2015-98;Fase Interna;Contratação de serviços técnicos de tratamento documental (SRP);Serviço;Humanas ;SRP;;259128.0;0.0;0.0;0.0;
2015;Pregão Eletrônico;132/2015;086685/2015-90;Homologado;Aquisição de material de marcenaria ;Material;SUINFRA;SRP;12;550094.0;0.0;401947.8;0.0;2015-12-01
2015;Pregão Eletrônico;133/2015;095074/2015-32;Homologado;Aquisição de gênero semi-perecíveis - Condimentos;Material;RU;SRP;;280075.14;324686.55;0.0;0.0;
2015;Pregão Eletrônico;134/2015;092936/2015-75;Homologado;Aquisição de cilindro de gás Nitrogênio (LT);Material ;Biológicas ;Aquisição imediata;11;2410.0;0.0;2410.0;0.0;2015-11-01
2015;Pregão Eletrônico;135/2015;086114/2015-55;Homologado;Aquisição de material elétrico SRP II;Material;SUINFRA;SRP;12;839416.7;0.0;442925.7;0.0;2015-12-01
2015;Pregão Eletrônico;136/2015;094845/2015-74;Fase Interna;Aquisição de Termoreator para digestão de amostras;Material;Tecnologia;Aquisição imediata;;12333.33;0.0;0.0;0.0;
2015;Pregão Eletrônico;137/2015;097309/2015-21;Homologado;Prestação de serviços de locação de tendas e mobiliário para eventos (SRP);serviço;Cecom;SRP;12;276545.0;711427.0;133320.0;356817.8;2015-12-01
2015;Pregão Eletrônico;138/2015;091455/2015-42;Homologado;Aquisição de película de proteção solar;Material/Serviço;Cecom;SRP;12;265840.0;265840.0;128650.0;128650.0;2015-12-01
2015;Pregão Eletrônico;139/2015;096302/2015-91;Homologado;Aquisição de materiais de expediente;Material;Almox Central;SRP;;387020.9;0.0;0.0;0.0;
2015;Pregão Eletrônico;140/2015;098802/2015-68;Fase Interna;Serviço de Impressão de Chapas Off Set para Imprensa (SRP);Serviço;Imprensa;SRP;;529590.0;0.0;0.0;0.0;
2015;Pregão Eletrônico;141/2015;092502/2015-75;Fase Interna;Aquisição de materiais de expediente;Material;Almox Central;SRP;;82309.7;0.0;0.0;0.0;
2015;Pregão Eletrônico;142/2015;101413/2015-27;Homologado;Aquisição de GÁS GLP (RU);Material;CECOM;SRP;;543468.55;1142175.9;0.0;0.0;
2015;Pregão Eletrônico;143/2015;101584/2015-56;Homologado;Aquisição de pães para os restaurantes universitários (SRP);Material;RU;SRP;1;227010.0;0.0;143790.0;0.0;2015-01-01
2015;Pregão Eletrônico;144/2015;101892/2015-81;Fase Interna;Aquisição de suínos ;Material;Saude;SRP;;142000.0;0.0;0.0;0.0;
2015;Pregão Eletrônico;145/2015;100107/20154-73;Fase Interna;Aquisição de abraçadeiras e acoplamentos metálicos;Material;SUINFRA;SRP;;376915.5;0.0;0.0;0.0;
2015;Pregão Eletrônico;146/2015;101178/205-93;Fase Interna;Prestação de serviços de fornecimento e instalação de vidros (SRP);Serviço;SUINFRA;Aquisição imediata;;11223.0;0.0;0.0;0.0;
2015;Pregão Eletrônico;147/2015;090251/2015-94;Homologado;Contratação de serviços terceirizados  de preparador de peças cadavéricas e técnico em histologia;Serviço;CECOM;Contrato;2;301321.67;0.0;297999.0;0.0;2015-02-01
2015;Pregão Eletrônico;"148/2015-
002/2016";072016/2015-31;Fase Interna;Aquisição de Chapa Offset Sem Processo;Material;Imprensa;Sem Informação;;496000.0;0.0;0.0;0.0;
2015;Pregão Eletrônico;149/2015-001/2016;102191/2015-60;Fase Interna;Aquisição de Materiais de Serralheria (SRP);Material;SUINFRA;Sem Informação;;486133.0;0.0;0.0;0.0;
2015;Pregão Eletrônico;150/2015-003/2016;104756/2015-43;Fase Interna;Aquisição de lâmpadas para projetores e retroprojetores da UFPR;Material;CECOM;Sem Informação;;722961.4;0.0;0.0;0.0;
2015;Tomada de Preços;001/2015;054824/2014-35;Homologado;Instalação de Liquefatora de Nitrogênio;Sem Informação;PCU;Contrato;;44436.9;0.0;44095.15;0.0;
2015;Tomada de Preços;002/2015;082330/2015-21;Homologado;Projetos de Arquitetura ou Engenharia para Construção do Campus Jandaia (Geométrico, Movimentação de Terra, Vias de Rodagem, Pavimentação Urbana, Topográfico, Abastecimento e distribuição de água, Rede de Esgoto e Drenagem, Elétricos, Dados e CFTV);Sem Informação;SUINFRA;SRP;;390138.91;0.0;236459.4;0.0;
2015;Tomada de Preços;003/2015;084327/2015-42;Homologado;Projetos de Arquitetura ou Engenharia para Construção do Campus Jandaia (Pavilhão Pedagógico, Pavilhão de Laboratórios Especiais e Portaria Sudoeste)           ;Sem Informação;SUINFRA;SRP;;749324.63;0.0;524915.0;0.0;
2015;Tomada de Preços;004/2015;045256/2014-81;Fase Interna;Demolição - Edificação - Téc. Cirurgica e Cirurgia Experimental - Ciências da Saúde;Sem Informação;SUINFRA;SRP;;77160.09;0.0;0.0;0.0;
2015;Tomada de Preços;005/2015;081878/2015-54;Deserto;Reforma da quadra esportiva e ajustes para quadra poliesportiva;Sem Informação;SUINFRA;SRP;;159930.4;0.0;0.0;0.0;
2015;Tomada de Preços;006/2015;081878/2015-54;Deserto;Reforma da quadra esportiva e ajustes para quadra poliesportiva;Sem Informação;SUINFRA;Aquisição imediata;;159930.4;0.0;0.0;0.0;
2015;Tomada de Preços;007/2015;040277/2013-20;Fase Interna;Solicitação para construção de uma cantina nas proximidades do Hospital Veterinário;Sem Informação;Agrárias;SRP;;47913.38;0.0;0.0;0.0;
2016;Chamada Pública;001/2016;094080/2015-72;Fase Interna;"Aquisição de Hortifrutigranjeiros - PRONAF 
(ABERTURA SUSPENSA) ";Sem Informação;Restaurante Universitário;SRP;;487716.9;0.0;0.0;0.0;
2016;Chamada Pública;002/2016;148022/2016-57;Fase Interna;Aquisição de gêneros alimentícios semiperecíveis ;Sem Informação;Restaurante Universitário;SRP;;427659.83;0.0;0.0;0.0;
2016;Concorrência Pública;001/2016;047492/2014-32 ;Homologado;Concessão de Espaço Público - Reprografia Setor Humanas;Sem Informação;Humanas;SRP;;932.54;0.0;932.54;0.0;
2016;Concorrência Pública;002/2016;138302/2016-57;Homologado;Concessão de Espaço Público - Cantina Palotina;Sem Informação;Palotina;SRP;;1050.0;0.0;3003.0;0.0;
2016;Concorrência Pública;003/2016;122065/2016-11;Cancelado;Reforma do bloco didático do Seminário - Campus Palotina da UFPR;Sem Informação;Palotina;SRP;;3215267.35;0.0;0.0;0.0;
2016;Concorrência Pública;004/2016;117080/2016-39;Homologado;Construção do telhado do prédio de Educação Física;Sem Informação;CED;SRP;5;1478365.83;0.0;1126782.28;0.0;2016-05-01
2016;Concorrência Pública;005/2016;151450/2016-67;Deserto;Concessão de uso de espaço físico para serviços de reprografia - setor ciências jurídicas;Sem Informação;Jurídicas ;SRP;;1241.17;0.0;0.0;0.0;
2016;Concorrência Pública;006/2016;130793/2016-98;Homologado;Concessão de uso de espaço físico para serviços bancários;Sem Informação;DSG;SRP;1;5962.3;0.0;5962.3;0.0;2016-01-01
2016;Pregão Eletrônico;001/2016;102191/2015-60;Homologado;Aquisição de Materiais de Serralheria (SRP);Material;SUINFRA;SRP;3;486133.0;447556.5;271903.0;251927.5;2016-03-01
2016;Pregão Eletrônico;002/2016;072016/2015-31;Homologado;Aquisição de Chapa Offset Sem Processo;Material;Imprensa;SRP;3;496000.0;0.0;212000.0;0.0;2016-03-01
2016;Pregão Eletrônico;003/2016;104756/2015-43;Homologado;Aquisição de lâmpadas para projetores e retroprojetores da UFPR;Material;CECOM;SRP;3;722961.4;1479581.87;405532.75;828808.98;2016-03-01
2016;Pregão Eletrônico;004/2016;103921/2015-40;Homologado;Materiais de consumo de uso comum para atender diversas unidades da UFPR ;Material;Almox Central;SRP;3;516462.8;523548.7;254865.0;265266.0;2016-03-01
2016;Pregão Eletrônico;005/2016;103813/2015-77;Homologado;Contratação de serviços de tradução,versão e revisão de textos para atender a diversas unidades da UFPR (SRP);Serviço;CECOM;SRP;4;775153.0;0.0;515846.0;0.0;2016-04-01
2016;Pregão Eletrônico;006/2016;103812/2015-22;Homologado;Aquisição de persianas e capachos vinílicios para atender a diversas unidades da UFPR;Material;CECOM;SRP;3;537188.5;1230584.0;286739.39;656859.31;2016-03-01
2016;Pregão Eletrônico;007/2016;073397/2015-75;Homologado;Contratação de Empresa de Confecção de Banner;Serviço;Imprensa;SRP;4;268000.0;261300.0;79800.0;77805.0;2016-04-01
2016;Pregão Eletrônico;008/2016;097946/2015-05;Homologado;Aquisição de reagentes químicos para atender a diversas unidades da UFPR (Parte III) SRP;Material;CECOM;SRP;3;3896564.0;0.0;2308118.4;0.0;2016-03-01
2016;Pregão Eletrônico;009/2016;094009/2015-90;Homologado;Aquisição de materiais de uso consumo comum;Material;Almox Central;SRP;2;465292.1;95636.9;276737.8;60488.3;2016-02-01
2016;Pregão Eletrônico;010/2016;106017/2015-96;Homologado;Aquisição de ração peletizada para os animais de laboratório do Biotério/BL;Material;Biotério;SRP;2;354240.0;0.0;291600.0;0.0;2016-02-01
2016;Pregão Eletrônico;011/2016;105169/2015-71;Homologado;Aquisição de material de expediente e consumo para Almoxarifado (SRP);Material;Almox Central;SRP;5;1877098.0;3339001.5;457294.35;870227.6;2016-05-01
2016;Pregão Eletrônico;012/2016;104145/2015-03;Homologado;Aquisição de Materiais de Consumo e uso comum;Material;Almox Central;SRP;3;264779.5;310140.0;154470.0;182677.15;2016-03-01
2016;Pregão Eletrônico;013/2016;092092/2015-62;Homologado;Materiais para exames laboratoriais ;Material;Curso Farmacia;SRP;4;515797.78;0.0;231939.7;0.0;2016-04-01
2016;Pregão Eletrônico;014/2016;106362/2015-20;Homologado;Aquisição parcelada de Óleo Diesel Tipo S10 para Fazenda Canguiri da UFPR (SRP);Material;Fazenda Canguiri;SRP;3;55400.0;0.0;55400.0;0.0;2016-03-01
